review	sentiment
доставка быстрая, до Саратова около 2 недель. упакована качественно. сшита аккуратно, дефектов не обнаружила. ткань лёгкая, приятна к телу, немного (в меру) прозрачна. м на 44 размер.	positive
Хорошие стильные штаны. Берите на размер больше	positive
Отличная футболка, швы ровные и нитки не торчат. Не было посторонних запахов. Размер подошел идеально. Рекомендую!)	positive
быстрая доставка! отличный товар!	positive
Платье отличное, но доставка очень долг гая больше месяца до г.Чебоксар. С доставкой проблема, платье пришло в службу доставки  CDEK, они прислали sms, что можно выбрать доставку утренния и вечернюю ,я выбрала вечернюю с 18-21 но они так и не привезли,  пришлось ехать самой забирать. Доставка желает быть лучше	positive
Пижама хорошая,жаль пришла с опозданием.Хотели на новый год подарить не получилось.	positive
Брала в соответствии с параметрами размерной сетки , оказалось велико, нужно было брать размером меньше ( или , возможно ,на два)Носить можно и так , но в талии  широко , по плечам нормально, немного свободно ... швы хорошие , ткань тоже ..,точно как на рисунке	positive
блузка понравилась, пришла быстро	positive
Платье отличное, но,конечно, же велико в плечах и длине рукава.Буду думать как переделать.Качество понравилось.Жаль, что нет размеров поменьше.	positive
Не надо брать на размеры  больше ) На 44 брала Хл , можно утонуть )) буду перешивать . цвет  бордо , винный цвет .	positive
доставка быстрая. заказ 11.11 получила 25.11. XL на 46 размер подошёл. качество на высоте!	positive
свитер хорошего качества. мягкий,теплый,белоснежный. брала себе на рост 155 вес 45 на мне весит. рукава длинные.отдала подруги рост 164 и она покрупнее меня. ей хорошо.	positive
на 48размер маловата,узка в плечах, не пошевелиться	positive
На параметры 100-88-113 заказала xxl, ориентируясь на отзывы. Идеально подошло! Очень тёплое.Мех густой, фурнитура качественная. Несколько полнит, конечно, но для морозов не беда. Немного неудобны вязаные вставки - тем, что крепятся только на 1 пуговицу и что длинноваты. На рост 168 длина как можете видеть на фото.	positive
Привет всем. Отличная ночная сорочка заказала ХХХL это российский 48. Заказ пришел быстро. У нас такие от 1500 руб стоят	positive
Взяла худенькой девочке 13 лет,рост 160.Размер S.Джинсы шикарные.Чуть-чуть великоваты.Ну,большие,не маленькие!	positive
Платье красивое, размер подошёл. Проблема в том, что орнамент очень высоко, видно практически все! Не знаю буду ли такое откровенное платье носить  	positive
размер совпадает. Только на большую грудь такой бюстгалтер одевать бесполезно. Он ничего не поддерживает. Если только его одевать под одежду которая фиксирует грудь, возможно будет выглядеть прилично. Заказ пришел за 2 недели.	positive
Покупаю в этом магазине не первый раз  . Товар получила за 2 недели . Очень довольна ! Рекомендую !Магазин очень хороший !	positive
Хорошая,но у меня торчит по бокам,придётся ушивать. В Краснодарский край доставка две недели . Размер л на грудь 96 и талию 77отлично	positive
Хорошие плотные колготки, не просвечивают. На средний рост и ниже среднего.	positive
Спасибо, закалывала не себе, не знаю как сидит)	positive
крутой и тёплый! мои параметры: 157см,  88/64/85см	positive
Отличная кофта.Мягкая, приятная к телу, без запаха.Советую. Не пожалеете. Доставка быстрая.	positive
Отличное качество! Приятная ткань. Быстрая доставка. Спасибо.	positive
все хорошо, качественно сделано , дошло быстро правда немного коротковата а так все хорошо	positive
штаны хорошие для тех кто любит на резинке (я не люблю) беру маме. коротки для 170,норм для 165	positive
Ночнушка красивая. Особенно понравилось кружево. Расхождение в размерах: на бирке S,  на изделии M, решилось в пользу меньшего. На мой 40 размер нормально,  подойдёт и на 42. Есть претензии к качеству пошива: одна из бретелей с дефектом -  не прошита строчка. Так что заказ хороший,  но не отличный.	positive
Отличная футболка! трикотаж,тянется.На российский 42 хорошо подошел размер М. Цвет как на фото.Доставка месяц.	positive
Топы неплохие, мне понравились, белый кажется, что немного прям больше, чем чёрный, но сел хорошо. На белом больше просвечивают чашечки.  Брала размер S на ОГ 83. К коже кружево приятно, запаха нет, нитки не торчали. Продавец сам продлили мне срок защиты, хотя он ещё не истекал. Чашечки можно вытащить.	positive
Пришло быстро, выполнено качественно. Размер совпадает с заказанным. Спасибо!	positive
Очень комфортная, тепленькая, уютная! Доставка 2 месяца	positive
Хорошее качество, пришел быстро, на 92-82-94, рост 164 размер S сел как надо, нигде не жмет.	positive
заказ пришел через 2,5 недели. запаха нет, качество страдает,часть денег продавец вернул. ответственно относится.  брала на бедра 98 размер ххл. спасибо!	positive
2иксель на 52рускии  очень класные	positive
"Хорошая водолазка, ткань приятная телу, без запаха! швы хорошие, нитки не торчат. цвет сливовый. Очень быстрая доставка, до Набережных Челнов (Татарстан) почти за 2 недели. 
I like it! high quality! soft material, without any smell. Very fast delivery!"	positive
Очень милые трусики. Взяла разные размеры на пробу. На обхват бедер 100 см подходит и М, и L. М не впивается, L не соскакивает). Цвета яркие, как на фото, после стирки не полиняли. Доставка быстрая. Рекомендую!	positive
На мой 40й размер S немного великоват,  особенно по плечам.  Ткань очень приятная. В подарок продавец вложил белые чулки,  за что ему отдельное спасибо)	positive
свитер очень хороший  на 48 размер взяла  2XL  можно было спокойно брать на размер меньше  но я люблю по свободный   пришёл быстро  спасибо продавцу  советую и продавца и товар  у него брать	positive
К сожалению только такие фото. Очень понравилась, все хорошо сшито, буду носить с объемными длинными свитерами. 	positive
отличная хлопковая рубашка, заказала уже вторую такую. На российский 42 размер заказала М, села идеально. Доставка месяц	positive
Заказывала 20 декабря,пришла 15 января в Мурманскую область.На российский 48 размер XXL села идеально.	positive
заказ не получила.  продавец вернул деньги	positive
платье очень хорешее,теплое,на 42 заказывала S,как на картинке	positive
курточка действительно классная!качество супер!!!5* доставка в Бурятию обычно 1месяц или 1,5.А тут она пришла за 8дней и доставили домой!Огромное спасибо продавцу	positive
качество соответствует цене.на рост 165 коротие.сшити хорошо.на худенькую девочку лет 12.	positive
Материал платья не как на фото,верх очень большой! А так смотрится не плохо	positive
Хорошая, но ошиблась с размером. Совсем не маломерка. Берите размер в размер	positive
Отличная футболка. Мои параметры ог 94, от 74, рост 170 см. Размер s сидит свободно, плечи на месте, длину видно на фото. Пайетки красивые, ничего не колется. Доставка 3 недели. 	positive
Доставка в ХМАО менее месяца. Качество костюма отличное. На размер 42 заказали s, подошло идеально! Очень довольны!!! Спасибо продавцу! 	positive
Хорошая рубашка.  в целом отлично. ткань как у легинсов, меня устраивает  . полностью соответствует описанию, я всем довольна. доставка около  месяца. есть немного торчащих ниток внизу разреза, но это не проблема, можно обрезать. все здорово :)	positive
Все как в описании продавец молодец !	positive
Пижамка приехала быстро, красивая, яркая! Спасибо!	positive
не толстые .. на рост 172 44-46 хорошо	positive
платье прозрачное, отлично подойдет на пляж	positive
Хорошие штаны!	positive
Цвет платья отличается от фото , а так - прекрасное платье 	positive
супер, сшито качественно, нитки не торчат, кружево хорошее , на рост 160 длинан ниже колена, грудь 86 тоже хорошо нигде не тянет.	positive
куртка классная. вообще не пожалела что заказала. продавец отзывчивый. подсказал нужный размер. все супер	positive
Бюстик отличный, чашка Д подошла идеально, буду ещё беж заказывать	positive
Доставка до Москвы 2 недели. Платье просвечивает, только за это снижаю оценку. Смотрится оригинально. На рост 162 и вес 46 подошло отлично. 	positive
Всё хорошо! Спасибо! 	positive
Спасибо продавцу! Заказ качественный, пришел быстро	positive
классные шорты! размерной сетке соответствуют. джинс не тянется. высокая посадка. подарок резиночка, мелочь а приятно.	positive
замечательно сшито, аккуратно, спасибо	positive
Футболка клёвая. Материал хороший, ники не торчат, всё идеально. Заказом довольна. Спасибо.	positive
Сегодня забрала посылку.Трек отслеживался на всем пути.Доставка меньше месяца.Качество очень хорошее,все швы аккуратно простроченны,действительно хлопок.на размер м заказала XL,но кто любит в облипку-можно и L. В подарок резинка.Спасибо продавцу за такой товарзаказывайте смело.	positive
пришло через 3 недели качество хорошее	positive
за такую смешную цену они отличные, я конечно думала, что они будут плотнее,  но мне для домашних тренировок самое то! мягкие, приятные на ощупь и размер что надо. Заказом довольна, только посылка шла почему- то аж через латвию. фото добавлю позже	positive
Снимаю заезду на короткие рукова, а так свитер очень мягкий и тёплый	positive
Размер  маленький  оказался. Я расстроилась, но  юбка  супер	positive
Классные трусики, отлично тянутся! пошито качественно. Доставка меньше месяца	positive
Самая крутанули Покупка на али в соотношении цены и качества))) просто супер!!! Заказала ещё себе и подруге	positive
Юбочка огонь! Хорошо гладится, мягкая, легкая на 42р-р заказала М, села отлично! Рекомендую к покупке.	positive
Заказ пришел за 3.5 недели. На ощупь хлопок. На плечи 36-37 см узковато в плечах, но в остальном хорошо.	positive
Здорово) мне нравится) и ткань и покрой. Закажу ещё в другом цвете. Рекомендую.	positive
Заказала по размерной таблице размер S, подходит, но хотелось бы побольше размер (ОГ 88), резинка давит, руки поднимать не удобно... Советую заказывать на размер больше. Одна сторона платья чуть короче другой. 	positive
Очень мягкая и удобная кофточка! Цвет насыщенный, как на фото. Доставка быстрая.	positive
Чудесная парка!!! Спасибо большое продавцу! Очень теплая, цвет приятный! Взяла голубую с розовым мехом! Один в один как на картинке, доставка быстрая!	positive
лёгкий симпатичный  мне нравится .Насколько теплиц и прочный время покажет.	positive
Свитер понравился. Мягкий, приятен к телу. На 42 размер взяла S, все отлично. Продавец отправил заказ на следующий день 13.12. На почте в СПб заказ был 06.01. Спасибо продавцу,  покупкой осталась довольна. 	positive
супер!! на мою L сели идеально!	positive
Заказывал 22.06.17 пришло 4.07.17 Качества отличное жене понравилось. Размер подошел отлично. Цвет яркий насыщенный,ткань мягкая приятная телу.	positive
офигенная кофта! спасибо продавцу. для летней жары самое оно)	positive
Все понравилось ,подошли идеально. На мой 44 заказала 2иксель. Тёплые.	positive
Рубашечка отличная)как на фото )))Все понравилось )	positive
Топ хорошего качества. Цвет насыщенный, все как в описании. Очень быстрая доставка. Я довольна заказом! Фото не передаёт реального цвета, к сожалению. 	positive
на первый взгляд приятный топ,только к телу прилипает сильно	positive
Ну все как на картинке. Но у меня был брак	positive
качество понравилось. немного не подошёл размер.	positive
Боди очень хороший и невероятно красивый! Но к сожалению размер не подошёл, я в нем так стянута, что могу только красиво стоять )) качество товара отличное 	positive
Внешне выглядят отлично. Пока не надевала, поэтому не могу сказать, как сидят. Размер, скорее всего, угадала, на вид))	positive
xxl на 52 подошло, смотрится симпатично	positive
качество хорошее. до Воронежа дошло за 2 недели. ставлю 4 только потому что заказывала другой цвет	positive
Хорошая, тёплая толстовка! Размер на худенького подростка), моему ребёнку 13 лет, село в самый раз. Спасибо за быструю доставку и подарочек, очень приятно!	positive
Классное платье! На море самое то!	positive
Оно очень красивое 6xl на 54 русский идеально	positive
очень классные штанишки. Спасибо огромное!!! мягкие, удобные, я в восторге!!!	positive
Огромный)) но классный 	positive
Куртка отличная! Очень лёгкая! До спб за 10 дней, отправили не сразу, дня через 3. Есть мешочек для куртки. В подарок продавец положил носочки капроновые! Большое спасибо. Размер на мои параметры 92-78-102 L взяла в соответствии с размерной сеткой и ориентируясь на отзывы других людей. Подошло отлично, даже свободно, это и хорошо, на свитерок удобно. Вообщем 5 звёзд! 	positive
супер	positive
качество хорошее но великовато...	positive
Очень хорошего качество,советую продавца	positive
Очень красивый цвет) и очень порадовало то, что он такой длинный	positive
"Вещь прекрасная. ткань, как мой махровый халат, такая же мягкая, пушистая.
 прикольная. и очень тёплая. принт яркий
 за такую сумму качество отличное. рекомендую."	positive
на рост 172.вес 78 кг,подошел xl,тёплый свитер,на картинке смотрится ярче,качество хорошее	positive
Доставка месяц до московской обл. Все отлично. Немного ошиблась с размером. На52 рост170заказала5х. На   Тёплый свитер пойдёт. 4 было бы отлично.	positive
Классные!!	positive
очень мягкий и    качественный шарф!прибыл очень быстро)	positive
Водолазка супер! Качественная и очень мягкая. Села идеально на 85-68-92 рост 164	positive
Так как рост у меня 155, заказала самый маленький размер. Синтетика,но приятная, я бы назвала это искусственным шелком) лямочки по длине регулируются, кружево хорошее. Очень довольна, пижамка прекрасная! Доставка примерно недели 3-4, принесли курьером домой	positive
Заказ в срок ,указанный продавцом, не получила. Продавец продлил срок. Но... когда я получила товар, увидела , качество товара на высоте. Продавец добавил подарок. Доставка курьером, что тоже радует. Заказывать можно, но осторожно.	positive
Отличный мягкий свитерок, по размеру.	positive
Шли 2 недели, на пост 175 короткие и в животе широкие кто фигура Груша будет посадка странная. Тонкие, но удобные. В целом довольна, на размер 44-46 брала 27	positive
Взяла Л на рост 172...90/60/90...ещё и тянутся хорошо...по началу пыль липла после нескольких стирок обносились и все к ним липнуть перестало...почти не линяют при стирке	positive
заказ шел недолго,хорошая толстовка,спасибо.	positive
Я в полном восторге!!! Они просто волшебные: мягкие, тёплые, очень хорошо тянуться и размер соответствует заявленному. Спасибо продавцу за такой качественный товар для такой небольшой цены!	positive
Хороший комплект,на Ог 96 взяла 80С-впритык,но все равно собираюсь худеть. Качество на высоте.трусики не мерила,но на глаз подойдут на об 98.доставка  две недели до Ростова на Дону	positive
хорошая рубашка, размер по таблице	positive
малорит на размер. А так все норм	positive
отличный товар быстрая доставка	positive
Невероятно мягкая и тёплая толстовка. Рукава можно было чуть длиннее, но и так вполне носибельно	positive
на бёдра 94,талию 71- брала М. На  бёдрах сели хорошо,а в талии великовато. Сами джинсы понравились,для лета самое то. При стирке  сильно линяют. доставка быстрая,до Уфы чуть больше двух недель.	positive
Свитер хороший, мягенький, красивая вязка. Размер подошёл точно М на рост 164см. Рекомендую.	positive
Толстовка очень понравилась,мягкая и красивая по цвету.супер	positive
Трек отслеживался. До Хабаровск посылка добралась меньше чем за месяц. Рубашка понравилась.	positive
на талию 90 см-3xl, меньше не советую брать. юбка хорошая	positive
Отличные брючки на лето-заказала все цвета-белый, черный, голубой и розовый.Идеально сидят-даже подшивать не пришлось-теперь на долго=хватит и цена приемлеемая. Спасибо продавцу за товар.Положили приятный подарочек.Брала 2 хл	positive
Очень глубокий вырез	positive
Продавец быстро отправил товар, до Волгограда заказ шел 14 дней, я считаю это быстро. Качество хорошее, размер соответствует размерной сетке. Спасибо продавцу, буду заказывать у него ещё.	positive
на р.46 пуловер подошёл, но коротенький на рост 165, до талии, очень хотелось бы подлиннее, но все по честному, как на фото продавца,  там все видно.	positive
Все очень быстро и оперативно. Пришла за 14 дней. 	positive
Хорошенкий халатик.Хорошо на параметры 98*90*110.Рост 164.Легкий,есть небольшие карманы.Доставка быстрая.Спасибо!	positive
быстрая доставка, хорошее качество	positive
Качество оставляет желать лучшего. Синтетика с начесом, орнамент нарисован краской, что с ним будет после стирки не знаю.	positive
Спасибо! Все очень хорошо!	positive
все отлично! качество хорошее, очень красовое	positive
Грубоватая ткань, думала, что будет помягче 	positive
Заказом довольна. Подошло идеально. Спасибо продавцу!	positive
куртка выглядит хорошо. Пошита аккуратно. Продавца рекомендую. На размер 48-50 впритык. Можно было немножко побольше. А так все отлично	positive
Качество как у дорогих и качественных джинс. Теперь всегда джинсы здесь буду заказывать	positive
отличное качество. Только вот на рост 168 свитер выглядит очень укороченным вариантом, смотрится совсем не так как на фотографии в описании. рукава у него получаются где-то три четверти	positive
За такие деньги отлично. По факту шарф очень тонкий и легкий, не на зиму, если только для красоты. По форме треугольный, те не прямоугольный кусок ткани, который ты складываешь и получаешь двойной треугольник, а просто одинарный треугольничек	positive
мягкая теплая синтетика, описание соответствует	positive
"соответствует описанию
на рост 160 см на 20 см ниже колена
xxxl на 46 отлично, 48 - с меньшим запахом будет , возможно не так удобно будет
рекомендую"	positive
Очень быстро - за 13 дней в Ростовскую область. Получил 30 декабря.	positive
Все отлично	positive
На рост 160 и вес 60) немного свободно , размер М. Смотрится супер ткань стретч.Покупала за 500 рублей	positive
Очень красивый халат. Описанию полностью соответствует, размерная сетка верная. Смотрится шикарно. Спасибо!!!	positive
отличное качество, но очень долго	positive
здоровская рубашка.. нитки чуток..не критично))) быстро пришла!!!	positive
Доставка в Крым - 3 недели, синтетика, но жене понравилась.	positive
Отличные штаны. С высокой талией как я и хотела! Размер подошёл. Доставка очень быстрая!	positive
Замечательный свитшот, по размерной сетке все верно, на свой рост и вес брала XS, сел как влитой! Спасибо продавцу за подарочки, очень мило!	positive
рубашечка красивая, поразмеру, заказываю второй раз разные расцветки	positive
До Москвы за две недели)качество хорошее)но ткань сверху скользящая,блестит,не хлопок,но за такую цену великолепно)	positive
доставка до Краснодара за 18 дней) есть запах, но при стирке исчезнет) спасибо продавцу, он умничка!цвет как на фото, рукав 3/4, размер s соответствует параметрам	positive
классная	positive
"Доставка 2 недели. Отслеживалось. 

На рост 167 и 49 кг, по размеру села хорошо, но рукава и длина коротковаты. Заказывала под юбку и рукава всё равно отдёргиваю вверх, так что полностью всё устраивает. Цвет изумительный. Полностью соответствует фото."	positive
Доставка до Москвы со дня заказа 21 день курьером! Супер брюки! Качество лучше чем кожа! Фасон сидит идеально! Размер L отлично подошёл на мои размеры от 72, об 92, рост 165, 50 кг! Длина брак в размер с косточкой ноги! Форнитура молнии не золотая, как на фото а чёрный метал! Это даже намного лучше! Золотую эмблему на кармане сзади убрала! Без неё солиднее! Брюки мечта! Заказала вторые немного друго фасона и дешевле! Всем советую иметь такие супер брючки! Продавец очень внимательный и быстро отвечает на вопросы! Мой любимый магазин!	positive
Отличный базовый свитер, приятный к телу, после стирки цвет не изменился, заказала ещё 	positive
Платье пришло быстро, по размеру. На 46-48русский xl. Ткань трикотаж очень хорошего качества, плотный и толстый. Платье просто супер все швы ровные, пошито качественно . Спасибо продавцу.	positive
заказывала размер Л, оказался маловат на русский 46, но качество хорошее, швы обработаны ххорошо	positive
Размер М на 44-46 сидит не приталенно, т.к. сама модель свободного кроя. С джинсами отлично.	positive
"Отличная юбка
Плотная. Сшита замечательно"	positive
юбочка хорошая только цвет не бирюзовый а голубой	positive
фото соответствует,сшито аккуратно,на русский 44 подошел размер М,бандаж не очень плотный,под юбку лучше подойдет бесшовное белье	positive
Майка хорошего качества, шла до МСК чуть меньше месяца. У меня 44 русс размер, мне она прям по фигуре. Была проблема: вместо жёлтой и зеленой, как я просила, продавец отправил 2 зеленые. Написала, продавец отвечал, но просил все оставить как есть, даст мне скидку) но скидка была не нужна, пришлось открыть спор, попросила вернуть 150 руб - все ок, идёт возврат. Ставлю 5 звёзд, т.к. других проблем нет.	positive
Хорошая , трикотаж плотный и приятный к телу. Продавец супер,100 звезд.	positive
Штанишки пришли за 6 дней! и они оправдали все ожидания, отличное качество за такую цену, но... размер XL на 67-90 впритык!! на кого же тогда S ? читая отзывы я была готова к тому что  размер не соответствует, и они реально маломерят, т.к. для более активного движения хочется больше свободы, нужно было брать ещё больше... длина отличная для роста 164, по боковому шву ровно 1м. цвет скорее молочный, а вот резинка на поясе действительно белая.	positive
Пижама просто супер @) все как заявлено, материал очень приятный к телу, очень приятно носить такую ткань, очень лёгкое, и удобное, доставка до Москвы очень быстрая, я восторге буду заказывать ещё, берите очень классная пижама для дома, спасибо продавцу рекомендую &) 	positive
очень понравились шортики! смотрятся супер!  закажу еще.  пришли быстро.	positive
на 42-44 подошла хорошо)	positive
Шикарный комплект .Отличное качество материала,очень мягкий и приятный 	positive
на свой 44-46 заказала М, подошло идеально, обтянуло(кто любит чтобы обтягивало берите в размер) нитки не торчат, за свою цену просто супер!	positive
Заказ пришёл в Самару за месяц. Соответствует описанию. На свой м брала м. Все подошло. Полоски напрягают, но на зиму пойдёт 	positive
Супер! Швы проклеенный.	positive
Очень хорошая пижамка! Аккуратно сшита, сидит хорошо. Минус один - запах после стирки не ушёл. Рекомендую!	positive
Для этой цены юбка прекрасная, не идеальная, но и придраться не к чему особенно, края разве что не обработаны. Можно брать.	positive
хороший свитер. Но рукова коротковаты	positive
заказом довольна. на свой 42-44 села не плохо. единственно рукава чуток коротковаты.	positive
Доставка быстрая. Рубашка мужского кроя под классический брючный костюм идеально подходит. Качество хорошее.	positive
сорочка маломерки( а так все хорошо-по качеству претензий нет!	positive
отвратительный запах и кофта пришла вся в пятнах.	positive
Замечательная юбочка! Доставка до квартиры, не помята, хорошо сшита, без запаха. Спасибо продавцу! Кстати резинку убрала, т.к. с ней очень не комфортно на мои 78 см.талии. Фото позже)	positive
очень приятный свитер,спасибо буду брать ещё других цветов	positive
Все просто супер 	positive
Очень классное платье.	positive
По пунктам: на рост 160 коротковата, точно так же, как на фото, качество отличное, доставка быстрая, продавец надежный и общительный. Заказывайте, советую! Спасибо.)	positive
Отлично!	positive
Неплохая маечка, чёрная выглядит эффект ней чем светлая ,и разиер как будто побольше .Качество достойное ,ткань приятная , доставка меньше месяца.	positive
Хорошие брюки.Теплые.Под сапоги самое то.	positive
качество порадовало, размер впритык на параметры 65/98, ремешок фигневый	positive
Ооочень классное платье! По размеру село идеально!!! Спасибо!!	positive
Очень хорошее платье! Без запаха, нитки не торчат! Пришло быстро!	positive
Заказ пришёл за 2-3 недели. Есть небольшой запах! Надеюсь, после стирки пройдёт! Пока не примеряла, но тянется хорошо!	positive
все хорошо)	positive
Заказом довольна. Продавец положил ещё подарочек.	positive
классный костюм	positive
Отличное пальто!!! Покупала для прогулок с собакой. Но даже на работу можно смело одеть!	positive
Теплое, цвет приятный, но огромный минус это как всегда размер не соответствует.	positive
брала дочери на подарок. Дочь довольна, размер тоже подошел. Заказали 21 ноября прищло 12 декабря.  Спасибо.	positive
потрясающее платье, отличное качество, нитки нигде не торчат. курьер доставил до подъезда. на размер 52-54 в самый раз. платье стройнит. с продавцом не общались-не было необходимости. Платье очень хорошо смотрится! рекомендую!	positive
супер!супер платье. все как в описании, подошло идеально, нитки не торчат,сшит аккуратно. вобщем шикарное. доставка быстрая. спасибо.	positive
очень быстро доставили, я даже не ожидала, ткань класс, фасон как на картинке. я очень довольна. позже выложу фото	positive
Отличная блузка и быстрая доставка	positive
На вид прикольно) 	positive
Отличная теплая кофта, для офиса находка!!! На 46 размер брала L, подошло.	positive
Хорошие, на размер 42 (бёдра 92), сидят как надо, (поверх тёплых лосин)	positive
Куртка села отлично,оверсайз,L..на наш российский 42..рост 170,рукав  немного. длинноват, подкатила на манжет.И все отлично.	positive
"Куртка понравилась.Единственное ""но"",в груди куртка тесная.На свои ОГ 106 брала XXXL.

В остальном очень хорошая вещь.Брала на температуру +5 -5,думаю как раз подойдет.Доставка очень быстрая,продавца рекомендую."	positive
Очень хотела юбку такого плана.Очень крутая.Доставка быстрая, запаха практически нет.Можно гладить изнаночной стороной.На рост 170 выше колена на ладонь,в натянутом состоянии,то что хотела.Тянется отлично,на параметры 104-80-110 и вес 75 заказала  XL подошла хорошо это размер 48-50.Спасибо.	positive
Хорошо 	positive
очень хорошие джинсы за такую цену! размерная сетка соответствует действительности, сшиты прекрасно! за подарочек продавцу отдельное спасибо)	positive
Цвет не такой, как на картинке! По факту не нежно-персиковый, а просто розовый(	positive
на стандартный 46 размер подошло идеально. Это была уже вторая попытка, первую куртку в бежевое цвете взяла Л, в итоге отдала подруге с твердым 42 размером, Ну и заказала себе на два размера побольше 3ХЛ - удобная, теплая... хотя я в основном на машине передвигаюсь критерий теплоты объективно оценить не могу, но на короткие перебежки до 15 минут не замерзла Рекомендую.	positive
Выбирала по размерной сетке продавца, размер М оказался впритык на талию 74, кофту или блузку вниз не заправить, когда сижу сильно жмёт	positive
суперская!!!	positive
рубашка дошла быстро, отслеживается, качество очень хорошее, мягкая. на размер 42 взяли L, подошла , свободненько, если бы взяли M была бы маловата.	positive
